Fonte;ID/Pasta;Código/Nome;Duração;Tipo de áudio;Imagem;Áudio;Data;Op. VT;Marcelo;Observações
CLIP1;45536;VT-JOGUNIVERSO_CP25;00:03:21.06;Voz e BGM;OK;OK;06/12/2021;Jesus;Gabriel;
CLIP2;45787;1808805784_CP01;00:01:38.03;BGM;OK;OK;10/12/2021;Jesus;Gabriel;
CLIP2;VTs e Vídeos\Para Teste;(Editado) Mini bicicleta dobrável Pedalinho com contador Cicloergometro WCT Fitness_1;00:01:19.00;Sem áudio;OK;N/A;15/12/2021;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Linha E-Due _IBBL.mp4;00:01:00.00;Voz e BGM;OK;OK;16/12/2021;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Avião Elétrico Infantil Super Fly - Brink+.mp4;00:01:13.00;BGM;OK;OK;16/12/2021;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Bonecas baby bichinhos Brink+ _ Shoptime;00:01:12.00;BGM;OK;OK;16/12/2021;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Liquidificador 1400W Problend Ri2244;00:01:55.00;BGM;OK;OK;16/12/2021;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Panela de pressao eletrica 5L Inox - Fun Kitchen;00:01:55.00;BGM;OK;OK;16/12/2021;Jesus;Cleyton;
CLIP1;46035;VT-JOGUNIVERSO_CP26;00:04:35.06;Voz e BGM;OK;OK;17/12/2021;Jesus;Gabriel;
CLIP2;Material Programas\Papo a Gosto\16.12.2021 - Filho da Mãe;VIDEO  PUNHETADE BACALHAL_mpeg4;00:00:55.00;Voz e BGM;OK;OK;17/12/2021;Jesus;Gabriel;
CLIP2;Material Programas\Papo a Gosto\16.12.2021 - Filho da Mãe;VIDEO  TASCA DO FILHO DA MÃE_mpeg4;00:01:59.00;Voz e BGM;OK;OK;17/12/2021;Jesus;Gabriel;
CLIP2;Material Programas\Papo a Gosto\16.12.2021 - Filho da Mãe;VIDEO COM OFF BACALHAL_mpeg4;00:00:48.00;Voz e BGM;OK;OK;17/12/2021;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Ropo Glass 3 - Pareamento com Alexa;00:02:58.00;Voz e BGM;OK;OK;20/12/2021;Jesus;Marcelo;
CLIP1;46171;134598386_CP01;00:01:27.24;Voz e BGM;OK;OK;21/12/2021;Jesus;Marcelo;
CLIP1;46170;132728731_CP01;00:00:41.09;BGM;OK;OK;21/12/2021;Jesus;Marcelo;
CLIP1;46392;EV | VEM2022_CP01;00:00:10.00;Sem áudio;OK;Sem áudio;28/12/2021;Jesus;André;
CLIP1;43202;133850834_CP01;00:08:54.07;Voz e BGM;OK;OK;29/12/2021;Jesus;Marcelo;
CLIP1;7368;133850834_CP02;00:01:34.27;BGM;OK;OK;29/12/2021;Jesus;Marcelo;
CLIP1;7337;133850834_CP01;00:01:48.13;BGM;OK;OK;29/12/2021;Jesus;Marcelo;
CLIP1;46434;VT-JOGUNIVERSO_CP28;00:04:20.01;Voz e BGM;OK;OK;30/12/2021;Bárbara;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Desodorizador de Geladeira Berry Breeze La Cuisine _ Shoptime;00:01:10.00;BGM;OK;OK;30/12/2021;Bárbara;André;
CLIP1;VTs e Vídeos\VTs de Produtos;Aspirador de Pó Ciclone Force 1000W Philco;00:00:41.00;BGM;OK;OK;30/12/2021;Jesus;Gabriel;
CLIP1;42013;VH-ABVR_CP01;00:00:15.00;BGM;OK;OK;30/12/2021;Jesus;Gabriel;Mídia alterada, copiado para o ETX12 novamente
CLIP1;46499;VT | CAPRIJOGUNIVERSO_CP01;00:03:43.21;Voz e BGM;Reprovado;OK;03/01/2022;Jesus;André;"Asset ""pisca"" entre cortes de câmera com 48s rodados. Mariana notificada."
CLIP2;VTs e Vídeos\VTs de Produtos;Robô Aspirador de Pó Mondial RB04;00:02:03.00;Voz e BGM;OK;OK;03/01/2022;Jesus;André;
CLIP1;46613;VT | CAPRIJOGUNIVERSO_CP02;00:03:43.21;Voz e BGM;Reprovado;OK;04/01/2022;Jesus;André;"Asset ""pisca"" entre cortes de câmera com 48s rodados. Mariana notificada."
CLIP2;46826;VTSUGESSTRESTSARAVA;00:01:16:00;Voz e BGM;Reprovado;OK;17/01/2022;Bárbara;Gabriel;Diretora achou a vinheta grande demais, texto da vinheta pisca. Patrícia notificada.
CLIP1;46973;VT | MERCUJOGUNIVERSO_CP01;00:05:24.18;Voz e BGM;OK;OK;19/01/2022;Jesus;Marcelinho;
CLIP1;47163;VT-SUGESTRESTSARAVA_CP02;00:01:16.01;Voz e BGM;Reprovado;Reprovado;21/01/2022;Jesus;André;Artefados na logo da vinheta, áudio de baixa qualidade. Márcia/Patrícia notificada, decidiram rodar mesmo assim
CLIP2;Material Programas\Vida Revista\2022\24.01.2022;After Life _ Season 3 Official Trailer _ Netflix;00:02:11.00;Voz e BGM;OK;OK;24/01/2022;Jesus;Gabriel;
CLIP1;47284;VE-ABCH-01A;00:00:15.02;BGM;OK;OK;25/01/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Crepeira e Mini Máquina de Waffle  Fun Kitchen Shoptime;00:01:10.00;BGM;OK;OK;25/01/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Panela de Pressão Elétrica Multifuncional Fun Kitchen;00:01.55.00;BGM;OK;OK;25/01/2022;Jesus;Gabriel;
CLIP2;Material Programas\Chef em Casa\SEMANA 4;Flávia - Pousada Sandi_corrigido;00:00:15.00;Voz;OK;OK;27/01/2022;Jesus;André;Vídeo estava invertido, mas o corretor foi capaz de corrigir.
CLIP2;VTs e Vídeos\VTs de Produtos;Mini bicicleta dobrável Pedalinho com contador Cicloergometro WCT Fitness;00:02:18.00;Voz e BGM;OK;OK;27/01/2022;Jesus;Marcelo;Black de 17 segundos no final do vídeo, sinalizar para edição.
CLIP1;47391;VT | AQUAJOGUNIVERSO_CP01;00:03:47.26;Voz e BGM;OK;OK;27/01/2022;Jesus;André;
CLIP2;Material Programas\Casa e Conforto\2022\27.01.2022 - TBT Shoptime;#TBT-2701;00:01:23.00;Voz e BGM;OK;OK;27/01/2022;Jesus;André;
CLIP2;Material Programas\Casa e Conforto\2022\27.01.2022 - TBT Shoptime;Shoptime TBT Adriana Tolentino - Kit Travesseiro Penas de Ganso 50 x 70 cm 4 peças Casa e Conforto;00:01:20.00;Voz e BGM;OK;OK;27/01/2022;Jesus;André;Qualidade ruim, mas aceitáveis para a proposta do programa
CLIP2;Material Programas\Casa e Conforto\2022\27.01.2022 - TBT Shoptime;Shoptime TBT Bárbara Marttins - Enxoval Caroline Casa e Conforto;00:01:12.00;Voz e BGM;OK;OK;27/01/2022;Jesus;André;Qualidade ruim, mas aceitáveis para a proposta do programa
CLIP2;Material Programas\Casa e Conforto\2022\27.01.2022 - TBT Shoptime;Shoptime TBT Fabiana Boal - Kit de Cama Rosas Casa e Conforto;00:01:23.00;Voz e BGM;OK;OK;27/01/2022;Jesus;André;Qualidade ruim, mas aceitáveis para a proposta do programa
CLIP2;Material Programas\Casa e Conforto\2022\27.01.2022 - TBT Shoptime;Shoptime TBT Renata Pitanga - Jogo de Toalha Banhão Verão Hit 5 Peças Casa e Conforto;00:00:47.00;Voz e BGM;OK;OK;27/01/2022;Jesus;André;Qualidade ruim, mas aceitáveis para a proposta do programa
CLIP2;Material Programas\Casa e Conforto\2022\27.01.2022 - TBT Shoptime;Shoptime TBT Semana da Mulher;00:00:45.00;Voz e BGM;OK;OK;27/01/2022;Jesus;André;Qualidade ruim, mas aceitáveis para a proposta do programa
CLIP1;47601;VT-URANOJOGUNIVERSO_CP01;00:03:36.09;Voz e BGM;OK;OK;04/02/2022;Jesus;André;
CLIP2;Atalhos de Hoje\16h - Papo a Gosto (Temporário);OFF 01 - FEIJÃO_mpeg4;00:01:28.00;Voz e BGM;OK;OK;04/02/2022;Jesus;André;
CLIP2;Atalhos de Hoje\16h - Papo a Gosto (Temporário);OFF 01 - TORREMOS_mpeg4;00:00:45.00;Voz e BGM;OK;OK;04/02/2022;Jesus;André;
CLIP2;Atalhos de Hoje\16h - Papo a Gosto (Temporário);VIDEO DB HOUSE TORREMOS_mpeg4_002;00:01:48.00;Voz e BGM;OK;OK;04/02/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Poltrona do Papai Relaxmedic;00:01:25.00;Voz e BGM;OK;OK;07/02/2022;Jesus;André;
CLIP1;47697;EV-BLACKNIGTHFEV22-01A;00:00:10.01;Voz e BGM;OK;OK;08/02/2022;Bárbara;André;
CLIP1;47698;EV-BLACKNIGTHFEV22_CP01;00:00:10.01;Sem áudio;N/A;OK;07/02/2022;Jesus;N/A;
CLIP1;47823;4546408471_CP01;00:01:39.01;Voz e BGM;OK;OK;09/02/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto 10.02.2022;#TBT-BABY-1002;00:01:55.00;Voz e BGM;OK ;OK;09/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Papo a Gosto 11.02.2022;OFF 01_mpeg4_001;00:00:49.00;Voz e BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Papo a Gosto 11.02.2022;OFF 02_mpeg4_001;00:00:48.00;Voz e BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Vinhetas Papo a Gosto\MXF;A BOA DA CESTA.mxf;00:00:05.00;BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Vinhetas Papo a Gosto\MXF;BOEMIOS.mxf;00:00:05.00;BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Vinhetas Papo a Gosto\MXF;LAR DOCE LAR.mxf;00:00:05.00;BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Vinhetas Papo a Gosto\MXF;PATRIMONIO.mxf;00:00:05.00;BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Vinhetas Papo a Gosto\MXF;Vinheta Papo a gosto_v01.mxf;00:00:15.00;BGM;OK;OK;11/02/2022;Jesus;Gabriel;
CLIP1;47920;VT-FILMECADASIGNO_CP01;00:07:14.00;Voz e BGM;OK;OK;14/02/2022;Jesus;André;
CLIP1;47891;EV-PRECISOUACHOU_CP01;00:00:10.00;Sem áudio;OK;N/A;14/02/2022;Jesus;André;
CLIP1;47948;VT-CONJPOWERTASTE_CP01;00:01:45.01;BGM;OK;OK;14/02/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Ar Condicionado Philco Protect PAC9000ITQFM9W;00:00:59.00;BGM;OK;OK;15/02/2022;Karine;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Cadeira Gamer GT Kids;00:01:06.00;BGM;OK;OK;15/02/2022;Karine;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Robô Aspirador de Pó Mondial RB-01;00:01:29.00;Voz e BGM;OK;OK;15/02/2022;Karine;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Philco TV ROKU;00:01:32.00;Voz e BGM;OK;OK;15/02/2022;Karine;Marcelo;
CLIP1;48107;VT-FILMECADASIGNO_CP01;00:07:14.00;Voz e BGM;OK;OK;17/02/2022;Jesus;André;
CLIP1;48076;VT-PEIXESJOGUNIVERSO_CP01;00:04:07.02;Voz e BGM;OK;Em Análise;17/02/2022;Jesus;André;
CLIP1;48123;EV-PRECSOUFOCOCC_CP01;00:00:10.00;Sem áudio;OK;N/A;17/02/2022;Jesus;André;
CLIP1;33251;TD-QROPART-01A;00:00:30.00;Voz e BGM;OK;OK;18/02/2022;Jesus;André;
CLIP1;48107;VT-FILMECADASIGNO_CP02;00:07:14.00;Voz e BGM;OK;OK;18/02/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto 18.02.2022;OFF 01 - 18-02 MILANEZA_mpeg4;00:01:01.64;Voz e BGM;OK;OK;18/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Papo a Gosto 18.02.2022;OFF 02 - 18-02 VINICIUS DE MORAE_mpeg4_001.mp4;00:00.54.46;Voz e BGM;OK;OK;18/02/2022;Jesus;Gabriel;
CLIP1;28596;VH-COMPRAAME-01A;00:01:00.02;Voz e BGM;OK;OK;21/02/2022;Jesus;André;
CLIP1;25241;VT-OQUEEAMEDIG_CLIP01;00:00:46.01;Voz e BGM;OK;OK;21/02/2022;Jesus;André;Descartado por apresentadora ser desconhecida.
CLIP1;48209;EV-PRECISOUFOCOHO_CP01;00:00:10.00;Sem áudio;OK;N/A;21/02/2022;Jesus;André;
CLIP2;Vídeos de Programas\Vida Revista 21.02.2022;Renata Pitanga - Truss Night SPA;00:01:26.00;BGM;OK;OK;21/02/2022;Jesus;André;
CLIP2;VTs e Vídeos\Vinhetas e Vídeos Shoptime\Ame Digital;Pra pagar e muito mais, Ame;00:00:20.00;Voz e BGM;OK;OK;21/02/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto 25.02.2022;VIDEO CARNE SECA_mpeg4;00:00:37.00;Voz e BGM;OK;OK;25/02/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto 25.02.2022;VIDEO CHIQUINA GONZAGA_mpeg4_001;00:01:06.00;Voz e BGM;OK;OK;25/02/2022;Jesus;André;
CLIP1;48453;VT-PEIXESJOGUNIVERSO_CT02;00:57:00.02;Black;Reprovado;Reprovado;25/02/2022;Jesus;André;Asset com 57 minutos de direção, em black. Reprovado.
CLIP1;48457;VT-PEIXESJOGUNIVERSO_CT03;00:00:00.01;Black;Reprovado;Reprovado;25/02/2022;Jesus;Marcelo;Asset com 1 frame de duração. Reprovado.
CLIP2;Vídeos de Programas\Joga pro Universo 25.02.2022;JOGA PRO UNIVERSO_PEIXES;00:04:07.05;Voz e BGM;OK;OK;25/02/2022;Jesus;Marcelo;
CLIP1;48457;VT-PEIXESJOGUNIVERSO_CT03;00:04:06.26;Voz e BGM;OK;OK;25/02/2022;Jesus;Gabriel;Asset com duração corrigida.
CLIP2;VTs e Vídeos\VTs de Produtos;Samsung Soundbar - Áudio Imersivo;00:00:17.00;Efeitos Sonoros;OK;OK;02/03/2022;Jesus;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Samsung Soundbar - Como funciona;00:00:22.00;BGM;OK;OK;02/03/2022;Jesus;Marcelo;
CLIP1;48617;VT-DEPOIMENTHELENAB_CP01;00:01:45.07;Voz;OK;OK;08/03/2022;Jesus;Clayton e André;Não deixar Andréa Bueno ver/ouvir. Qualidade ruim, notificado à Marcelo Rezende.
CLIP1;48456;VT-SIMBOLSIGNOSJOGUNI_CP01;00:06:24.07;Voz e BGM;OK;OK;10/03/2022;Jesus;Cleyton;Apresenta flickering.
CLIP2;VTs e Vídeos\VTs de Produtos;Carrinho de Bebê Travel System Reverse - Cosco _ Shoptime;00:01:00.00;BGM;OK;OK;10/03/2022;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;LINHA BASICS _ POÁ;00:00:45.00;Voz e BGM;OK;OK;11/03/2022;Jesus;André e Marcelo;
CLIP1;25952;TD-LANCBASICSPOA_CP01;00:00:45.01;Voz e BGM;OK;OK;11/03/2022;Jesus;André e Marcelo;
CLIP1;48669;VT-MAKINGCHEF#200_CP01;00:57:00.02;BGM;OK;OK;11/03/2022;Jesus;André e Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto 11.03.2022;OFF JOÃO BOSCO_mpeg4_001;00:01:16.00;Voz e BGM;OK;OK;11/03/2022;Jesus;André e Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto 11.03.2022;OFF RABADA_mpeg4;00:00:27.00;Voz e BGM;OK;OK;11/03/2022;Jesus;André e Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto 11.03.2022;MÚSICA LINHA DE PASSE;00:04:43.00;Voz e BGM;OK;OK;11/03/2022;Jesus;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Calvin Klein - CK Be _ Hermité;00:00:46.00;BGM;OK;OK;14/03/2022;Jesus;Clayton;
CLIP1;48698;VT-LAVASECALG11KG_CP01;00:02:25.28;BGM e Voz;Reprovado;OK;15/03/2022;Jesus;Marcelo;Qualidade de vídeo ruim.
CLIP1;48699;VT-MAQLAVBRASTEMP12KG_CP01;00:01:19.27;BGM e Voz;OK;OK;15/03/2022;Jesus;Marcelo;
CLIP1;48700;VT-NOTELENOVOIDEAPAD_CP01;00:00:43.03;BGM;OK;OK;15/03/2022;Jesus;Marcelo;
CLIP1;48701;VT-PANELALLEGRATRAM_CP01;00:01:09.03;Sem áudio;OK;N/A;15/03/2022;Jesus;Marcelo;
CLIP1;48702;VT-PROCESPHILWALITA_CP01;00:00:56.10;BGM;OK;OK;15/03/2022;Jesus;Marcelo;
CLIP1;48703;VT-ROBOASPIRMODIAL_CP01;00:01:43.16;Voz e BGM;OK;OK;15/03/2022;Jesus;André;
CLIP1;48704;VT-ROBOASPIRMULTILASER_CP01;00:00:52.01;Voz e BGM;OK;OK;15/03/2022;Jesus;André;
CLIP1;48705;VT-ROBOASPIRROOMBAS600_CP01;00:00:49.15;Voz e BGM;OK;OK;15/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Geladeira Brastemp Frost Free 375 litros;00:00:51.00;Voz e BGM;OK;Reprovado;15/03/2022;Jesus;André;Áudio saturado.
CLIP2;VTs e Vídeos\VTs de Produtos;Aspirador Vertical _ WAP High Speed Black;00:01:06.00;BGM;OK;OK;15/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Lava-Louças Brastemp 10 Serviços-(1080p);00:01:07.00;BGM;OK;OK;15/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Ar Condicionado Split LG Dual Inverter Voice - 70% mais econômico (Com áudio - Narração;00:00:30.00;Voz e BGM;OK;OK;15/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;TV Samsung Crystal UHD - A nova 4K da Samsung;00:00:30.00;Voz e BGM;OK;OK;15/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Amazon.com.br MONDIAL COZINHA;00:00:45.00;Voz e BGM;OK;OK;16/03/2022;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Conheça a linha Solar Tramontina - Panela de Aço Inox duráveis e práticas;00:01:15.00;BGM;OK;OK;16/03/2022;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Super Mix Fun kitchen;00:01:31.00;BGM;OK;OK;16/03/2022;Jesus;Cleyton;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 11.03.2022;OFF - BAIANAS DO ACARAJE_mpeg4;00:00:47.00;Voz e BGM;OK;OK;18/03/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 11.03.2022;OFF - DORIVAL CAYME_mpeg4;00:01:53.00;Voz e BGM;OK;OK;18/03/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 11.03.2022;Trecho do filme 'Banana da terra', de Rui Costa - 'O que é que a baiana tem', por Carmen Miranda;00:00:30.00;Música;OK;OK;18/03/2022;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Almoço fit na Ceramic Life Vanilla;00:02.18.00;BGM;OK;OK;18/03/2022;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Conheça a linha Solar Tramontina - Panelas de Aço Inox duráveis e práticas;00:01:15.00;BGM;OK;OK;18/03/2022;Jesus;Cleyton;
CLIP2;VTs e Vídeos\VTs de Produtos;Sicília _ Tramontina (1);00:00:48.00;BGM;OK;OK;18/03/2022;Jesus;Cleyton;
CLIP1;48844;EV-PRECISOUFOCOFK_CP01;00:00:10.00;Sem áudio;OK;N/A;21/03/2022;Jesus;Cleyton;
CLIP1;48845;EV-PRECISOUFOCOFK-01A;00:00:10.00;BGM;OK;OK;21/03/2022;Jesus;Cleyton;
CLIP2;Vídeos de Programas\Casa & Conforto I 21.03.2022;ALEXANDRA MELO;00:01:56:00;Voz;OK;OK;21/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/CaA1lYdpJMR/;Djavan Oficial - Chamada Show 26/03/2022;N/A;Voz e BGM;OK;OK;25/03/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 25.03.2022;Clara Nunes - Peixe Com Coco (Show 1º de Maio no Riocentro);00:02:18.00;Música;OK;OK;25/03/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 25.03.2022;OFF - CLARA NUNES_mpeg4;00:01:43.00;Voz e BGM;OK;OK;25/03/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 25.03.2022;PIRARUCU_mpeg4;00:00:52.00;Voz e BGM;OK;OK;25/03/2022;Jesus;André;
CLIP1;49502;VT-COLELINHABAMBU_CP01;00:02:15.00;BGM;OK;OK;28/03/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto I 28.03.2022;DENISE ALMEIDA - @MEYAPEE.403 - 2803;00:01:21.00;Voz;OK;OK;28/03/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto I 28.03.2022;youtube-LADY-DAIANA;00:02:18.00;Voz e BGM;OK;OK;28/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Adega 8 garrafas ACS08 220V Electrolux _ Shoptime (3);00:01:12.00;BGM;OK;OK;30/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Panelas de Aço Inox com design elegante _ Conheça a linha Brava _ Tramontina;00:01:09.00;BGM;OK;OK;30/03/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Processador Philips Walita - RI7636 (1);00:01:38.00;BGM;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/CbUvGIjF6WC/;__kil_h_h;00:00:14.00;BGM;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/Ca5lPsVj_PU/;ashleyhargest;00:00:10.00;BGM;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/CbpgjNisBNL/;suztattoo;00:00:11.00;Voz;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/Ca5fRw5JcvN/;sgshairdesign;00:00:27.00;Voz;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/CVqjUvtDKmz/;medley_na_cena;00:00:06.00;Voz;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.instagram.com/reel/CZ2aOXBFMPa/;canalshoptime;00:00:25.00;BGM;OK;OK;30/03/2022;Jesus;André;
INFOWS;https://www.tiktok.com/@obvious.cc/video/7060947378097949957?is_copy_url=1&is_from_webapp=v1&q=5%20linguagem%20do%20amor%20obvious&t=1648673621285;obvious.cc;00:00:32.00;Voz e BGM;OK;OK;30/03/2022;Jesus;Cleyton;
INFOWS;https://open.spotify.com/episode/6gLlJrwLgjS2xdXtHk6W8Y?si=1VUmHwyNSyuwVXBl4VUbYA&dl_branch=1&nd=1;#88 / Sai de mim, ciúmes, com Thaís Cézare;00:00:01.00;Voz e BGM;OK;OK;30/03/2022;Jesus;Cleyton;
CLIP2;24.03.2022 Casa & Conforto I;Série-Desejo Sombrio;00:01:36.00;Voz e BGM;OK;OK;30/03/2022;Jesus;Cleyton;
CLIP2;01.04.2022 Casa & Conforto II;Série-A Filha Perdida - Trailer - Dublado- barbaridades 0104;00:02:28.00;Voz e BGM;OK;OK;01/04/2022;Jesus;Cleyton;
CLIP2;01.04.2022 Papo a Gosto;Alceu Valença - Coração Bobo (Ao Vivo);00:05:54.00;Voz e BGM;OK;OK;01/04/2022;Jesus;André;
CLIP2;01.04.2022 Papo a Gosto;Alceu Valença - Tropicana (Ao Vivo);00:05:25.00;Voz e BGM;OK;OK;01/04/2022;Jesus;André;
CLIP2;01.04.2022 Papo a Gosto;ALCEU VALENÇA;00:01:02.00;Voz e BGM;OK;Reprovado;01/04/2022;Jesus;André;Áudio de baixa qualidade.
CLIP2;01.04.2022 Papo a Gosto;cartela vídeo alceu;00:01:02.00;Voz e BGM;OK;Reprovado;01/04/2022;Jesus;André;Áudio de baixa qualidade.
CLIP2;01.04.2022 Papo a Gosto;OFF ALCEU VALENÇA_mpeg4;00:01:31.00;Voz e BGM;OK;OK;01/04/2022;Jesus;André;
CLIP2;01.04.2022 Papo a Gosto;OFF COXINHA_mpeg4;00:01:26.00;Voz e BGM;OK;OK;01/04/2022;Jesus;André;
CLIP1;49347;EV-ANIVERSHOPP2022-CP01;00:00:10.00;Sem áudio;OK;N/A;04/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Omeleteira com Revestimento Marmorizado Fun Kitchen;00:01:50.00;BGM;OK;OK;04/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Notebook Positivo Motion Q464C Intel Atom Z8350;00:01:05.00;BGM;OK;OK;04/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\Aniversário Shoptime 2022;Aniversário Shoptime c/ áudio;00:00:40.00;Voz e BGM;OK;OK;04/04/2022;Jesus;Gabriel;
CLIP1;49345;EV-NIVERSHOP2022-01A;00:00:40.00;Voz e BGM;OK;OK;04/04/2022;Jesus;Gabriel;
CLIP1;49422;EV-NIVERPTDSCASAS-CP01;00:00:40.00;Voz e BGM;OK;OK;06/04/2022;Jesus;Gabriel;
CLIP1;49437;EV-CHURRASPORTLC-CP01;00:01:50.01;BGM;OK;OK;06/04/2022;Jesus;Gabriel;
CLIP1;23120;VH-LCPOWERTASTE_CLIP01;00:00:50.00;BGM;OK;OK;06/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Geladeira Electrolux DM84X - Cabe tudo nessa geladeira;00:00:54.00;BGM;OK;OK;06/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Geladeira French Door DM84X Inox 579L - Conheça a geladeira que virou desejo;00:00:53.00;BGM;OK;OK;06/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Linha de panelas Power Taste;00:00:50.00;Sem áudio;OK;N/A;06/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Omeleteira com Revestimento Marmorizado Fun Kitchen;00:01:50.00;BGM;OK;OK;06/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Máquina de Lavar Brastemp 14Kg branca com Ciclo Tira Manchas Advanced e Ciclo Antibolinha BWK14;00:01:27.00;Voz e BGM;OK;OK;11/04/2022;Jesus;Marcelo Maurity;
CLIP1;49680;EV-NIVERSHOP2022-02A;00:00:40.00;Voz e BGM;OK;OK;12/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Aspirador Robô Hydra 3 em 1 (Varre, Aspira e Passa pano) - Multilaser Home;00:02:03.00;BGM;OK;OK;12/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Batedeira Planetária Digital Oster Bowl Inox 5L _ Kit Salada Maker;00:02:09.00;BGM;OK;OK;12/04/2022;Jesus;Gabriel;
