Fonte;ID/Pasta;Código/Nome;Duração;Tipo de áudio;Imagem;Áudio;Data;Op. VT;Marcelo;Observações
CLIP2;Vídeos de Programas\Casa & Conforto\13.01.2023 Sexta-Feira 13;5 LUCIANA TORRACO SB GUARDA-CHUVA;"00:00:51;00";Voz;OK;OK;13/01/2023;Jesus;Leonardo;
CLIP2;56274;VT-LIMPEZABOX2023_CP01;"00:00:51;00";Voz e BGM;OK;OK;16/01/2023;Jesus;André;
CLIP1;56275;EV-CASANOVASHOPECP_CP01;"00:00:10;00";Sem áudio;OK;N/A;16/01/2023;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\17.01.2023 - Casa & Conforto;Luciana Torraco - cliente Shoptime;"00:00:09;00";Voz;OK;OK;18/01/2023;Jesus;André;
CLIP2;Vídeos de Programas\Assim é Fácil\18.01.2023 - Escadinha para Pet;Vídeo gato Lupito;"00:00:37;00";Voz;OK;OK;18/01/2023;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\18.01.2023 Papo a Gosto;BOEMIOS-RITA LEE;"00:02:54;00";Voz e BGM;OK;OK;19/01/2023;Jesus;André;
CLIP1;56315;EV-CASANOVASHOPUDC_CP01;"00:00:10;00";Sem áudio;OK;OK;23/01/2023;Jesus;Leonardo;
CLIP2;Vídeos de Programas\Papo a Gosto\27.01.2023 Papo a Gosto;Boemios-Djamila Ribeiro;"00:01:48;00";Voz e BGM;OK;OK;27/01/2023;Jesus;Leonardo;
CLIP2;Vídeos de Programas\Papo a Gosto\27.01.2023 - Djmal Ribeiro e Cais do Valongo;Patrimonio-Cais do Valongo;"00:02:11;00";Voz e BGM;OK;OK;27/01/2023;Jesus;Leonardo;
CLIP1;56002;VH-INVADINDOLOJABABI_CP01;"00:00:07;00";BGM;OK;OK;31/01/2023;Jesus;Cleyton;
CLIP1;56431;EV-TUDOPRASUAKSACOZ_CP01;"00:00:10;00";Sem áudio;OK;N/A;01/02/2023;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Como Usar OFRT780 - Fritadeira e Forno 12L 3 em 1 Oster®;"00:01:42;00";Voz e BGM;OK;OK;01/02/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\03.02.2023 - Vera Fisher e Pavelka;BOEMIOS_VERA FISHER;"00:01:52;00";Voz e BGM;OK;OK;03/02/2023;Jesus;André;
CLIP1;56534;EV-TDPRASUAKSACOZCO_CP01;"00:00:10;00";Sem áudio;OK;OK;07/02/2023;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Samsung Galaxy Watch 4 - Unveil;"00:00:58;00";BGM;OK;OK;07/02/2023;Jesus;André;
CLIP2;Vídeos de Programas\Família Shoptime\09.02.2023 Esquete do Sol - QR;Esquete do Sol - QR;"00:06:01;00";Voz e BGM;OK;OK;08/02/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\10.02.2023 - Edith Piaf e O Mexido;BOÊMIOS_EDITH PIAF;"00:02:18;00";Voz e BGM;OK;OK;09/02/2023;Jesus;Marcelo;
CLIP1;56668;VH-EAIJAVIUCOMANDREA_CP01;"00:00:10;00";BGM;OK;OK;10/02/2023;Jesus;André;
CLIP1;56669;VH-EAIJAVIUSEMMANDREA_CP01;"00:00:10;00";BGM;OK;OK;10/02/2023;Jesus;André;
CLIP1;56702;EV-CARNAVAL2023_CP01;"00:00:10;00";Sem áudio;OK;N/A;13/02/2023;Jesus;Marcelo;
CLIP1;56728;VH-DESAFIODALOJINHA_CP01;"00:00:10;00";BGM;OK;OK;14/02/2023;Jesus;Marcelo;
CLIP1;56729;VH-DESAFIODALOJINHA_CP02;"00:00:10;00";BGM;OK;OK;14/02/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\17.02.2023 Louis Armstrong e Grandpa Elliot;BOÊMIOS -LOUIS ARMSTRONG E GRANDPA ELLIOT_1;"00:03:02;00";Voz e BGM;OK;OK;16/02/2023;Jesus;André;
CLIP1;56851;EV-TUDOPRASUAKSAGER_CP01;"00:00:10;00";Sem áudio;OK;OK;22/02/2023;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\24.02.2023 Heitor Villa Lobos e Confeitaria Colombo;BOÊMIOS - HEITOR VILLA LOBOS;"00:02:39;00";Voz e BGM;OK;OK;23/02/2023;Jesus;André;
Pendente;Vídeos de Programas\Papo a Gosto\24.02.2023 Heitor Villa Lobos e Confeitaria Colombo;PATRIMÔNIO - COLOMBO;"00:02:22;00";Voz e BGM;OK;OK;23/02/2023;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\24.02.2023 - Spa Pós-Carnaval;SONORA 1 Daniela Zuin - nutricionista;"00:01:31;00";Voz;OK;OK;24/02/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\24.02.2023 - Spa Pós-Carnaval;SONORA 2 Bárbara Donati - terapeuta;"00:01:12;00";Voz;OK;OK;24/02/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\24.02.2023 - Spa Pós-Carnaval;SONORA 3 Flávia Theml - aromaterapeuta;"00:01:03;00";Voz;OK;OK;24/02/2023;Jesus;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Como fazer PORTA TEMPERO fácil e bonito _ organizador lateral geladeira;"00:02:16;00";Voz e BGM;OK;OK;01/03/2023;Jesus;Marcelo;
CLIP1;56915;EV-TUDOPRASUAKSAGER_CP02;"00:00:10;00";Sem áudio;OK;OK;02/03/2023;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\2023\06.01.2023 Papo a Gosto;Patrimônio - Puratos Sourdough Library 03.03.2023;"00:01:36;00";Voz e BGM;OK;OK;03/03/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\2023\06.01.2023 Papo a Gosto;Boêmios - Milton Nascimento 03.03.2023;"00:02:13;00";Voz e BGM;OK;OK;03/03/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Vida Revista\03.03.2023 - Cláudia Raia;Cláudia Raia - Vida Revista 03.03.2023;"00:01:19;00";Voz e BGM;OK;OK;03/03/2023;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Especial\03.03.2023 - Filme e Pipoca;CINEMA PARAÍSO (Cinema Paradiso) __ Trailer legendado;"00:01:00;00";Voz e BGM;OK;OK;03/03/2023;Elton;Marcelo;
CLIP2;Vídeos de Programas\Especial\03.03.2023 - Filme e Pipoca;Questão de Tempo _ trailer legendado _ 20 de dezembro nos cinemas;"00:02:27;00";Voz e BGM;OK;OK;03/03/2023;Elton;Marcelo;
CLIP2;Vídeos de Programas\Especial\03.03.2023 - Filme e Pipoca;Trailer Mesmo Se Nada Der Certo;"00:02:34;00";Voz e BGM;OK;OK;03/03/2023;Elton;Marcelo;
CLIP2;Vídeos de Programas\Especial\03.03.2023 - Filme e Pipoca;Viva - A Vida é uma Festa _ Trailer Dublado;"00:02:04;00";Voz e BGM;OK;OK;03/03/2023;Elton;Marcelo;
CLIP2;Vídeos de Programas\Especial\03.03.2023 - Filme e Pipoca;Na Sua Casa ou na Minha _ _ Trailer oficial _ Netflix;"00:02:48;00";Voz e BGM;OK;OK;03/03/2023;Elton;Marcelo;
CLIP2;Vídeos de Programas\Especial\03.03.2023 - Filme e Pipoca;Uma Skatista Radical _ Trailer oficial _ Netflix;"00:02:37;00";Voz e BGM;OK;OK;03/03/2023;Elton;Marcelo;
CLIP1;56945;EV-CURIOSIDADESCHEF_CP02;"00:00:11;00";BGM;OK;OK;06/03/2023;Jesus;André;
CLIP1;56947;EV-TUDOPRASUAKSAVMP_CP01;"00:00:10;00";Sem áudio;OK;N/A;06/03/2023;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;pra descobrir_ desobediente;"00:01:10;00";Voz e BGM;OK;OK;06/03/2023;Jesus;André;
CLIP1;57016;EV-TUDOPRASUAKSAGER_CP04;"00:00:10;00";Sem áudio;OK;OK;20/03/2023;Jesus;André;
CLIP1;57058;TD-MOEDORDEGRAOS_CP01;"00:01:53;00";BGM;OK;OK;20/03/2023;Jesus;André;
CLIP1;57061;EV-PASCOA2023_CP01;"00:00:10;00";Sem áudio;OK;N/A;20/03/2023;Jesus;André;
